"domain" "phylum" "class" "order" "family" "genus" "species"
"ASV_4985" NA NA NA NA NA NA NA
"ASV_4986" NA NA NA NA NA NA NA
"ASV_4987" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Legionellales" "Legionellaceae" "Legionella" NA
"ASV_4988" NA NA NA NA NA NA NA
"ASV_4989" NA NA NA NA NA NA NA
"ASV_4990" NA NA NA NA NA NA NA
"ASV_4991" "Bacteria" "Bacteroidota" "Bacteroidia" "Sphingobacteriales" NA NA NA
"ASV_4992" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Paracaedibacterales" "Paracaedibacteraceae" "CandidatusParacaedibacter" NA
"ASV_4993" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Azospirillales" "Inquilinaceae" "Inquilinus" NA
"ASV_4994" "Bacteria" NA NA NA NA NA NA
"ASV_4995" NA NA NA NA NA NA NA
"ASV_4996" NA NA NA NA NA NA NA
"ASV_4997" "Bacteria" "Armatimonadota" "Armatimonadia" "Armatimonadales" "Armatimonadaceae" "Armatimonas" NA
"ASV_4998" "Bacteria" "Planctomycetota" NA NA NA NA NA
"ASV_4999" "Bacteria" "Actinobacteriota" NA NA NA NA NA
"ASV_5000" NA NA NA NA NA NA NA
"ASV_5001" NA NA NA NA NA NA NA
"ASV_5002" NA NA NA NA NA NA NA
"ASV_5003" "Bacteria" "Planctomycetota" "Planctomycetes" "Pirellulales" "Pirellulaceae" "Pirellula" NA
"ASV_5004" "Bacteria" "Bdellovibrionota" "Oligoflexia" "0319-6G20" NA NA NA
"ASV_5005" "Bacteria" "Myxococcota" "Myxococcia" "Myxococcales" "Anaeromyxobacteraceae" "Anaeromyxobacter" NA
"ASV_5006" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" "ADurb.Bin063-1" NA
"ASV_5007" "Bacteria" NA NA NA NA NA NA
"ASV_5008" "Bacteria" "Acidobacteriota" "Thermoanaerobaculia" "Thermoanaerobaculales" "Thermoanaerobaculaceae" "Subgroup10" NA
"ASV_5009" "Bacteria" "Bacteroidota" "Bacteroidia" NA NA NA NA
"ASV_5010" "Bacteria" "Bdellovibrionota" "Bdellovibrionia" "Bdellovibrionales" "Bdellovibrionaceae" "OM27clade" NA
"ASV_5011" NA NA NA NA NA NA NA
"ASV_5012" NA NA NA NA NA NA NA
"ASV_5013" "Bacteria" "Chloroflexi" "TK10" NA NA NA NA
"ASV_5014" "Bacteria" "Armatimonadota" "Armatimonadia" "Armatimonadales" "Armatimonadaceae" "Armatimonas" NA
"ASV_5015" "Bacteria" NA NA NA NA NA NA
"ASV_5016" NA NA NA NA NA NA NA
"ASV_5017" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadaceae" "Xanthomonas" NA
"ASV_5018" NA NA NA NA NA NA NA
"ASV_5019" "Bacteria" "Dependentiae" "Babeliae" "Babeliales" NA NA NA
"ASV_5020" "Bacteria" "Acidobacteriota" "Thermoanaerobaculia" "Thermoanaerobaculales" "Thermoanaerobaculaceae" "Subgroup10" NA
"ASV_5021" "Bacteria" NA NA NA NA NA NA
"ASV_5022" "Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" "Fimbriiglobus" NA
"ASV_5023" "Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" "Gemmata" NA
"ASV_5024" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "PLTA13" NA NA NA
"ASV_5025" "Bacteria" NA NA NA NA NA NA
"ASV_5026" NA NA NA NA NA NA NA
"ASV_5027" "Bacteria" "Planctomycetota" "Pla4lineage" NA NA NA NA
"ASV_5028" "Bacteria" "Bacteroidota" "Bacteroidia" "Sphingobacteriales" NA NA NA
"ASV_5029" "Bacteria" "Chloroflexi" "Chloroflexia" "Chloroflexales" "Chloroflexaceae" "FFCH7168" NA
"ASV_5030" "Bacteria" "Myxococcota" "Polyangia" "Haliangiales" "Haliangiaceae" "Haliangium" NA
"ASV_5031" "Bacteria" "Verrucomicrobiota" "Omnitrophia" "Omnitrophales" "Omnitrophaceae" "CandidatusOmnitrophus" NA
"ASV_5032" "Bacteria" "Bacteroidota" "SJA-28" NA NA NA NA
"ASV_5033" "Bacteria" "Chloroflexi" "TK10" NA NA NA NA
"ASV_5034" "Bacteria" "Proteobacteria" "Gammaproteobacteria" NA NA NA NA
"ASV_5035" "Bacteria" "Abditibacteriota" "Abditibacteria" "Abditibacteriales" "Abditibacteriaceae" "Abditibacterium" NA
"ASV_5036" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" NA NA NA
"ASV_5037" NA NA NA NA NA NA NA
"ASV_5038" "Bacteria" "Myxococcota" "Myxococcia" "Myxococcales" "Anaeromyxobacteraceae" "Anaeromyxobacter" NA
"ASV_5039" "Bacteria" "Firmicutes" "Clostridia" "Peptostreptococcales-Tissierellales" "Peptostreptococcaceae" NA NA
"ASV_5040" "Bacteria" "Actinobacteriota" "Actinobacteria" "Corynebacteriales" "Nocardiaceae" NA NA
"ASV_5041" "Bacteria" NA NA NA NA NA NA
"ASV_5042" NA NA NA NA NA NA NA
"ASV_5043" "Bacteria" "Dependentiae" "Babeliae" "Babeliales" "Vermiphilaceae" NA NA
"ASV_5044" "Bacteria" "Actinobacteriota" "Actinobacteria" "Streptosporangiales" "Streptosporangiaceae" NA NA
"ASV_5045" "Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" NA NA
"ASV_5046" "Bacteria" NA NA NA NA NA NA
"ASV_5047" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Steroidobacterales" "Steroidobacteraceae" "Steroidobacter" NA
"ASV_5048" "Bacteria" "Acidobacteriota" "Holophagae" "Holophagales" "Holophagaceae" NA NA
"ASV_5049" "Bacteria" "Proteobacteria" "Gammaproteobacteria" NA NA NA NA
"ASV_5050" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" NA NA
"ASV_5051" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Rhodanobacteraceae" "Rudaea" NA
"ASV_5052" "Bacteria" "Acidobacteriota" NA NA NA NA NA
"ASV_5053" "Bacteria" NA NA NA NA NA NA
"ASV_5054" "Bacteria" "Myxococcota" "Polyangia" "Polyangiales" "Polyangiaceae" NA NA
"ASV_5055" "Bacteria" "Proteobacteria" "Gammaproteobacteria" NA NA NA NA
"ASV_5056" "Bacteria" "Chloroflexi" "Ktedonobacteria" "Ktedonobacterales" "Ktedonobacteraceae" "1959-1" NA
"ASV_5057" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" "Saccharimonadaceae" NA NA
"ASV_5058" NA NA NA NA NA NA NA
"ASV_5059" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" NA NA NA
"ASV_5060" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Opitutales" "Opitutaceae" NA NA
"ASV_5061" NA NA NA NA NA NA NA
"ASV_5062" NA NA NA NA NA NA NA
"ASV_5063" "Bacteria" "Planctomycetota" "Phycisphaerae" "Phycisphaerales" "Phycisphaeraceae" "SM1A02" NA
"ASV_5064" "Bacteria" NA NA NA NA NA NA
"ASV_5065" NA NA NA NA NA NA NA
"ASV_5066" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Burkholderiales" NA NA NA
"ASV_5067" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" NA NA NA
"ASV_5068" "Bacteria" NA NA NA NA NA NA
"ASV_5069" "Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" "Fimbriiglobus" NA
"ASV_5070" "Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" "Fimbriiglobus" NA
"ASV_5071" "Bacteria" "Myxococcota" "Polyangia" "Polyangiales" "Phaselicystidaceae" "Phaselicystis" NA
"ASV_5072" NA NA NA NA NA NA NA
"ASV_5073" "Bacteria" "Bacteroidota" "Bacteroidia" NA NA NA NA
"ASV_5074" NA NA NA NA NA NA NA
"ASV_5075" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" NA NA
"ASV_5076" NA NA NA NA NA NA NA
"ASV_5077" "Bacteria" "Verrucomicrobiota" "Chlamydiae" "Chlamydiales" NA NA NA
"ASV_5078" "Bacteria" "Patescibacteria" "Berkelbacteria" NA NA NA NA
"ASV_5079" "Bacteria" NA NA NA NA NA NA
"ASV_5080" "Bacteria" NA NA NA NA NA NA
"ASV_5081" "Bacteria" "Planctomycetota" "Phycisphaerae" "Tepidisphaerales" "WD2101soilgroup" NA NA
"ASV_5082" "Bacteria" "Actinobacteriota" "Actinobacteria" NA NA NA NA
"ASV_5083" NA NA NA NA NA NA NA
"ASV_5084" NA NA NA NA NA NA NA
"ASV_5085" NA NA NA NA NA NA NA
"ASV_5086" NA NA NA NA NA NA NA
"ASV_5087" "Bacteria" NA NA NA NA NA NA
"ASV_5088" NA NA NA NA NA NA NA
"ASV_5089" "Bacteria" "Planctomycetota" "Phycisphaerae" "Phycisphaerales" "Phycisphaeraceae" "SM1A02" NA
"ASV_5090" "Bacteria" "Planctomycetota" "Planctomycetes" "Isosphaerales" "Isosphaeraceae" NA NA
"ASV_5091" NA NA NA NA NA NA NA
"ASV_5092" NA NA NA NA NA NA NA
"ASV_5093" NA NA NA NA NA NA NA
"ASV_5094" NA NA NA NA NA NA NA
"ASV_5095" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Chthoniobacterales" "Chthoniobacteraceae" "Chthoniobacter" NA
"ASV_5096" "Bacteria" "Dependentiae" "Babeliae" "Babeliales" NA NA NA
"ASV_5097" NA NA NA NA NA NA NA
"ASV_5098" NA NA NA NA NA NA NA
"ASV_5099" "Bacteria" "Gemmatimonadota" "Longimicrobia" "Longimicrobiales" "Longimicrobiaceae" "YC-ZSS-LKJ147" NA
"ASV_5100" "Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Saprospiraceae" NA NA
"ASV_5101" "Bacteria" "WPS-2" NA NA NA NA NA
"ASV_5102" "Bacteria" NA NA NA NA NA NA
"ASV_5103" "Bacteria" "Chloroflexi" "Chloroflexia" "Thermomicrobiales" "JG30-KF-CM45" NA NA
"ASV_5104" NA NA NA NA NA NA NA
"ASV_5105" "Bacteria" "Bdellovibrionota" "Oligoflexia" "Silvanigrellales" "Silvanigrellaceae" "Silvanigrella" NA
"ASV_5106" "Bacteria" "Bacteroidota" "Bacteroidia" "Cytophagales" "Cytophagaceae" "Sporocytophaga" NA
"ASV_5107" "Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" "Gemmata" NA
"ASV_5108" NA NA NA NA NA NA NA
"ASV_5109" NA NA NA NA NA NA NA
"ASV_5110" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Burkholderiales" "Chitinibacteraceae" NA NA
"ASV_5111" NA NA NA NA NA NA NA
"ASV_5112" "Bacteria" "Bacteroidota" "Kapabacteria" "Kapabacteriales" NA NA NA
"ASV_5113" "Bacteria" "Chloroflexi" NA NA NA NA NA
"ASV_5114" NA NA NA NA NA NA NA
"ASV_5115" "Bacteria" "Planctomycetota" "Phycisphaerae" "Tepidisphaerales" "WD2101soilgroup" NA NA
"ASV_5116" NA NA NA NA NA NA NA
"ASV_5117" NA NA NA NA NA NA NA
"ASV_5118" NA NA NA NA NA NA NA
"ASV_5119" "Bacteria" "Cyanobacteria" "Vampirivibrionia" "Vampirovibrionales" "Vampirovibrionaceae" "Vampirovibrio" NA
"ASV_5120" NA NA NA NA NA NA NA
"ASV_5121" "Bacteria" "Planctomycetota" "Phycisphaerae" "Phycisphaerales" "Phycisphaeraceae" "SM1A02" NA
"ASV_5122" "Bacteria" NA NA NA NA NA NA
"ASV_5123" "Bacteria" "Gemmatimonadota" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonas" NA
"ASV_5124" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" NA NA
"ASV_5125" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "SM2D12" NA NA
"ASV_5126" NA NA NA NA NA NA NA
"ASV_5127" "Bacteria" "Myxococcota" "Polyangia" "Nannocystales" "Nannocystaceae" "Nannocystis" NA
"ASV_5128" "Bacteria" "Bacteroidota" "Bacteroidia" NA NA NA NA
"ASV_5129" "Bacteria" "Gemmatimonadota" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonas" NA
"ASV_5130" NA NA NA NA NA NA NA
"ASV_5131" "Bacteria" "Bacteroidota" "Kapabacteria" "Kapabacteriales" NA NA NA
"ASV_5132" "Bacteria" "Firmicutes" NA NA NA NA NA
"ASV_5133" NA NA NA NA NA NA NA
"ASV_5134" NA NA NA NA NA NA NA
"ASV_5135" "Archaea" "Crenarchaeota" "Nitrososphaeria" "Group1.1c" NA NA NA
"ASV_5136" "Bacteria" "Myxococcota" "Polyangia" "Polyangiales" "Phaselicystidaceae" "Phaselicystis" NA
"ASV_5137" NA NA NA NA NA NA NA
"ASV_5138" NA NA NA NA NA NA NA
"ASV_5139" "Bacteria" "Bacteroidota" "Bacteroidia" "Sphingobacteriales" "env.OPS17" NA NA
"ASV_5140" NA NA NA NA NA NA NA
"ASV_5141" NA NA NA NA NA NA NA
"ASV_5142" NA NA NA NA NA NA NA
"ASV_5143" NA NA NA NA NA NA NA
"ASV_5144" NA NA NA NA NA NA NA
"ASV_5145" "Bacteria" NA NA NA NA NA NA
"ASV_5146" "Bacteria" "Proteobacteria" "Gammaproteobacteria" NA NA NA NA
"ASV_5147" "Bacteria" "Chloroflexi" "Chloroflexia" "Kallotenuales" "AKIW781" NA NA
"ASV_5148" NA NA NA NA NA NA NA
"ASV_5149" NA NA NA NA NA NA NA
"ASV_5150" NA NA NA NA NA NA NA
"ASV_5151" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "SM2D12" NA NA
"ASV_5152" "Bacteria" NA NA NA NA NA NA
"ASV_5153" "Bacteria" "Dependentiae" "Babeliae" "Babeliales" "UBA12409" NA NA
"ASV_5154" NA NA NA NA NA NA NA
"ASV_5155" "Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" NA NA NA
"ASV_5156" NA NA NA NA NA NA NA
"ASV_5157" "Bacteria" "Desulfobacterota" "Syntrophobacteria" "Syntrophobacterales" "Syntrophobacteraceae" NA NA
"ASV_5158" "Bacteria" NA NA NA NA NA NA
"ASV_5159" "Bacteria" "Actinobacteriota" "Actinobacteria" "PeM15" NA NA NA
"ASV_5160" NA NA NA NA NA NA NA
"ASV_5161" NA NA NA NA NA NA NA
"ASV_5162" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" NA NA
"ASV_5163" "Bacteria" "Actinobacteriota" "Actinobacteria" NA NA NA NA
"ASV_5164" NA NA NA NA NA NA NA
"ASV_5165" "Bacteria" "Myxococcota" "Polyangia" "Polyangiales" NA NA NA
"ASV_5166" "Bacteria" NA NA NA NA NA NA
"ASV_5167" "Bacteria" NA NA NA NA NA NA
"ASV_5168" "Bacteria" NA NA NA NA NA NA
"ASV_5169" "Bacteria" "Myxococcota" "Polyangia" "Haliangiales" "Haliangiaceae" "Haliangium" NA
"ASV_5170" NA NA NA NA NA NA NA
"ASV_5171" "Bacteria" "Chloroflexi" "Ktedonobacteria" "Ktedonobacterales" "Ktedonobacteraceae" "JG30a-KF-32" NA
"ASV_5172" "Bacteria" "Bacteroidota" "Bacteroidia" NA NA NA NA
"ASV_5173" "Bacteria" "Firmicutes" "Negativicutes" "Veillonellales-Selenomonadales" NA NA NA
"ASV_5174" "Bacteria" "Myxococcota" "Polyangia" "Polyangiales" "BIrii41" NA NA
"ASV_5175" "Bacteria" "Proteobacteria" "Gammaproteobacteria" NA NA NA NA
"ASV_5176" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" NA NA
"ASV_5177" "Bacteria" "Dependentiae" "Babeliae" "Babeliales" "Vermiphilaceae" NA NA
"ASV_5178" "Bacteria" NA NA NA NA NA NA
"ASV_5179" NA NA NA NA NA NA NA
"ASV_5180" "Bacteria" "Actinobacteriota" "Thermoleophilia" "Solirubrobacterales" "67-14" NA NA
"ASV_5181" "Bacteria" "Actinobacteriota" "Acidimicrobiia" NA NA NA NA
"ASV_5182" NA NA NA NA NA NA NA
"ASV_5183" "Bacteria" "Chloroflexi" "OLB14" NA NA NA NA
"ASV_5184" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" "Saccharimonadaceae" NA NA
"ASV_5185" "Bacteria" "Actinobacteriota" NA NA NA NA NA
"ASV_5186" "Bacteria" "Myxococcota" "Polyangia" "Polyangiales" "Polyangiaceae" NA NA
"ASV_5187" NA NA NA NA NA NA NA
"ASV_5188" "Bacteria" "Dependentiae" "Babeliae" "Babeliales" "UBA12409" NA NA
"ASV_5189" NA NA NA NA NA NA NA
"ASV_5190" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" "LWQ8" NA NA
"ASV_5191" NA NA NA NA NA NA NA
"ASV_5192" NA NA NA NA NA NA NA
"ASV_5193" "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA NA
"ASV_5194" "Bacteria" NA NA NA NA NA NA
"ASV_5195" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Magnetospirillaceae" "Telmatospirillum" NA
"ASV_5196" NA NA NA NA NA NA NA
"ASV_5197" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" NA NA
"ASV_5198" "Bacteria" "Chloroflexi" "Chloroflexia" "Thermomicrobiales" "JG30-KF-CM45" NA NA
"ASV_5199" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Burkholderiales" NA NA NA
"ASV_5200" "Bacteria" "Actinobacteriota" "Actinobacteria" "Propionibacteriales" "Nocardioidaceae" "Nocardioides" NA
"ASV_5201" NA NA NA NA NA NA NA
"ASV_5202" "Bacteria" "Myxococcota" "Polyangia" "mle1-27" NA NA NA
"ASV_5203" NA NA NA NA NA NA NA
"ASV_5204" NA NA NA NA NA NA NA
"ASV_5205" "Bacteria" NA NA NA NA NA NA
"ASV_5206" "Bacteria" NA NA NA NA NA NA
"ASV_5207" NA NA NA NA NA NA NA
"ASV_5208" "Bacteria" "Bacteroidota" "Bacteroidia" "Cytophagales" "Cytophagaceae" "Cytophaga" NA
"ASV_5209" "Bacteria" "Actinobacteriota" "Acidimicrobiia" "IMCC26256" NA NA NA
"ASV_5210" NA NA NA NA NA NA NA
"ASV_5211" NA NA NA NA NA NA NA
"ASV_5212" NA NA NA NA NA NA NA
"ASV_5213" NA NA NA NA NA NA NA
"ASV_5214" NA NA NA NA NA NA NA
"ASV_5215" NA NA NA NA NA NA NA
"ASV_5216" NA NA NA NA NA NA NA
"ASV_5217" "Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" NA NA
"ASV_5218" "Bacteria" "Planctomycetota" "Phycisphaerae" NA NA NA NA
"ASV_5219" "Bacteria" "Myxococcota" "Polyangia" "Blfdi19" NA NA NA
"ASV_5220" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Salinisphaerales" "Solimonadaceae" NA NA
"ASV_5221" "Bacteria" "Bacteroidota" "Bacteroidia" NA NA NA NA
"ASV_5222" "Bacteria" NA NA NA NA NA NA
"ASV_5223" "Bacteria" "Bacteroidota" "Bacteroidia" NA NA NA NA
"ASV_5224" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "JG36-GS-52" NA NA NA
"ASV_5225" "Bacteria" "Planctomycetota" "Planctomycetes" "Pirellulales" "Pirellulaceae" "Pir4lineage" NA
"ASV_5226" NA NA NA NA NA NA NA
"ASV_5227" NA NA NA NA NA NA NA
"ASV_5228" "Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" "Fimbriiglobus" NA
"ASV_5229" "Bacteria" "Planctomycetota" "Planctomycetes" "Planctomycetales" "Rubinisphaeraceae" "SH-PL14" NA
"ASV_5230" "Bacteria" NA NA NA NA NA NA
"ASV_5231" NA NA NA NA NA NA NA
"ASV_5232" "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA NA
"ASV_5233" NA NA NA NA NA NA NA
"ASV_5234" "Bacteria" "Planctomycetota" "Pla4lineage" NA NA NA NA
"ASV_5235" NA NA NA NA NA NA NA
"ASV_5236" NA NA NA NA NA NA NA
"ASV_5237" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" NA NA NA
"ASV_5238" NA NA NA NA NA NA NA
"ASV_5239" NA NA NA NA NA NA NA
"ASV_5240" "Bacteria" NA NA NA NA NA NA
"ASV_5241" NA NA NA NA NA NA NA
"ASV_5242" NA NA NA NA NA NA NA
"ASV_5243" NA NA NA NA NA NA NA
"ASV_5244" NA NA NA NA NA NA NA
"ASV_5245" NA NA NA NA NA NA NA
"ASV_5246" "Bacteria" NA NA NA NA NA NA
"ASV_5247" "Bacteria" "Planctomycetota" "Phycisphaerae" NA NA NA NA
"ASV_5248" "Bacteria" "Bdellovibrionota" "Bdellovibrionia" "Bdellovibrionales" "Bdellovibrionaceae" "Bdellovibrio" NA
"ASV_5249" NA NA NA NA NA NA NA
"ASV_5250" "Bacteria" NA NA NA NA NA NA
"ASV_5251" "Bacteria" "Actinobacteriota" "Actinobacteria" "Micrococcales" "Cellulomonadaceae" "Cellulomonas" NA
"ASV_5252" "Bacteria" NA NA NA NA NA NA
"ASV_5253" NA NA NA NA NA NA NA
"ASV_5254" NA NA NA NA NA NA NA
"ASV_5255" NA NA NA NA NA NA NA
"ASV_5256" "Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" NA NA
"ASV_5257" "Bacteria" "Bdellovibrionota" "Bdellovibrionia" "Bdellovibrionales" "Bdellovibrionaceae" "Bdellovibrio" NA
"ASV_5258" NA NA NA NA NA NA NA
"ASV_5259" "Bacteria" "Bacteroidota" "Bacteroidia" NA NA NA NA
"ASV_5260" NA NA NA NA NA NA NA
"ASV_5261" "Bacteria" NA NA NA NA NA NA
"ASV_5262" NA NA NA NA NA NA NA
"ASV_5263" NA NA NA NA NA NA NA
"ASV_5264" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "S-BQ2-57soilgroup" NA NA NA
"ASV_5265" NA NA NA NA NA NA NA
"ASV_5266" "Bacteria" NA NA NA NA NA NA
"ASV_5267" "Bacteria" "Proteobacteria" "Gammaproteobacteria" NA NA NA NA
"ASV_5268" NA NA NA NA NA NA NA
"ASV_5269" NA NA NA NA NA NA NA
"ASV_5270" NA NA NA NA NA NA NA
"ASV_5271" NA NA NA NA NA NA NA
"ASV_5272" NA NA NA NA NA NA NA
"ASV_5273" NA NA NA NA NA NA NA
"ASV_5274" "Bacteria" NA NA NA NA NA NA
"ASV_5275" NA NA NA NA NA NA NA
"ASV_5276" "Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Segetibacter" NA
"ASV_5277" "Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" NA NA
"ASV_5278" "Bacteria" NA NA NA NA NA NA
"ASV_5279" NA NA NA NA NA NA NA
"ASV_5280" "Bacteria" "Chloroflexi" "AD3" NA NA NA NA
"ASV_5281" "Bacteria" "Planctomycetota" "BD7-11" NA NA NA NA
"ASV_5282" NA NA NA NA NA NA NA
"ASV_5283" "Bacteria" "Proteobacteria" "Gammaproteobacteria" NA NA NA NA
"ASV_5284" "Bacteria" "Bacteroidota" "Bacteroidia" NA NA NA NA
"ASV_5285" "Bacteria" NA NA NA NA NA NA
"ASV_5286" "Bacteria" "Planctomycetota" "Planctomycetes" "Pirellulales" "Pirellulaceae" NA NA
"ASV_5287" "Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" NA NA
"ASV_5288" NA NA NA NA NA NA NA
"ASV_5289" NA NA NA NA NA NA NA
"ASV_5290" "Bacteria" NA NA NA NA NA NA
"ASV_5291" NA NA NA NA NA NA NA
"ASV_5292" "Bacteria" NA NA NA NA NA NA
"ASV_5293" NA NA NA NA NA NA NA
"ASV_5294" "Bacteria" NA NA NA NA NA NA
"ASV_5295" NA NA NA NA NA NA NA
"ASV_5296" "Bacteria" "Bacteroidota" "Bacteroidia" NA NA NA NA
"ASV_5297" "Bacteria" "Gemmatimonadota" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonas" NA
"ASV_5298" "Bacteria" "Chloroflexi" "Chloroflexia" "Thermomicrobiales" "JG30-KF-CM45" NA NA
"ASV_5299" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" NA NA NA
"ASV_5300" NA NA NA NA NA NA NA
"ASV_5301" "Bacteria" "Planctomycetota" "Phycisphaerae" "Tepidisphaerales" "WD2101soilgroup" NA NA
"ASV_5302" NA NA NA NA NA NA NA
"ASV_5303" "Bacteria" "Verrucomicrobiota" "Chlamydiae" "Chlamydiales" "Parachlamydiaceae" "Neochlamydia" NA
"ASV_5304" "Bacteria" NA NA NA NA NA NA
"ASV_5305" "Bacteria" NA NA NA NA NA NA
"ASV_5306" "Bacteria" "Planctomycetota" "vadinHA49" NA NA NA NA
"ASV_5307" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Paracaedibacterales" "Paracaedibacteraceae" "CandidatusCaptivus" NA
"ASV_5308" "Bacteria" "Bacteroidota" "Bacteroidia" "Cytophagales" "Spirosomaceae" "Spirosoma" NA
"ASV_5309" "Bacteria" "Planctomycetota" "vadinHA49" NA NA NA NA
"ASV_5310" NA NA NA NA NA NA NA
"ASV_5311" "Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" "Gemmata" NA
"ASV_5312" "Bacteria" "Bacteroidota" "Bacteroidia" "Sphingobacteriales" "env.OPS17" NA NA
"ASV_5313" "Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Edaphobaculum" NA
"ASV_5314" "Bacteria" "Bacteroidota" "Kapabacteria" "Kapabacteriales" NA NA NA
"ASV_5315" NA NA NA NA NA NA NA
"ASV_5316" NA NA NA NA NA NA NA
"ASV_5317" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Hyphomonadaceae" "SWB02" NA
"ASV_5318" NA NA NA NA NA NA NA
"ASV_5319" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Anaplasmataceae" "Wolbachia" NA
"ASV_5320" NA NA NA NA NA NA NA
"ASV_5321" NA NA NA NA NA NA NA
"ASV_5322" NA NA NA NA NA NA NA
"ASV_5323" "Bacteria" "Bacteroidota" NA NA NA NA NA
"ASV_5324" NA NA NA NA NA NA NA
"ASV_5325" "Bacteria" NA NA NA NA NA NA
"ASV_5326" NA NA NA NA NA NA NA
"ASV_5327" NA NA NA NA NA NA NA
"ASV_5328" NA NA NA NA NA NA NA
"ASV_5329" "Bacteria" "Chloroflexi" "JG30-KF-CM66" NA NA NA NA
"ASV_5330" NA NA NA NA NA NA NA
"ASV_5331" "Bacteria" "Planctomycetota" NA NA NA NA NA
"ASV_5332" "Bacteria" "Bacteroidota" "Bacteroidia" NA NA NA NA
"ASV_5333" NA NA NA NA NA NA NA
"ASV_5334" NA NA NA NA NA NA NA
